headline,category
Drawing contest held,declarative
Panel flouted ethics in Tirumala,interrogative
Raising the mic bar,np_drop
Jio  others understated revenue,qws
national,frag
EAMCET to be held from April,declarative
He who pays  wins,interrogative
Raiding granny s recipe book,np_drop
Women s circuit has changed a lot,qws
navi mumbai,frag
ED attaches assets in ponzi scam,declarative
What went wrong on Monday,interrogative
Setting the tone for the future,np_drop
China has responded to Indian moves,qws
NCR BODY,frag
Eight establishments sealed partially in Khan Market,declarative
Why foreign aid does not reach the poor,interrogative
Steaming ahead at top speed,np_drop
Imran s acquittal is murder of justice,qws
NCR YOUTH,frag
EPS writes to Modi,declarative
What is scuba diving,interrogative
Wedding bells,np_drop
Nirbhaya centre in   months,qws
Nellore,frag
Essar Ports eyes     rise in revenue,declarative
Are idlis from the South,interrogative
Shaping young minds,np_drop
Vashi software developer drowned  not murdered,qws
Nethi Vidyasagar bereaved,frag
Essar Vizag Terminal commissions ship loader,declarative
Where diversity is celebrated,interrogative
Setting the tone for the future,np_drop
Thane corporation s tree authority wrongly set up,qws
nizamabad,frag
Eveready plans to foray into confectionery segment,declarative
How single origin coffees in India disappeared,interrogative
Shaping young minds,np_drop
Language of enterprise and technology,qws
nnew delhi,frag
Extra coaches to clear rush,declarative
What all ails Delhi s eateries and pubs,interrogative
Getting fit the fun way,np_drop
Commitment of Telugu diaspora strong,qws
Noida,frag
Eyeing a share in producing Defence components,declarative
Is the Bharatiya Janata Party jittery in Gujarat,interrogative
GETTING TO THE POINT,np_drop
NMC Bill a major blow to medical profession,qws
On a biking spree,frag
Farmers protest over compensation for land,declarative
Whether disaster management after Ockhi,interrogative
Steaming ahead at top speed,np_drop
Green tribunal must go on,qws
On canvas,frag
FIR against bank for accepting fake notes during demonetisation,declarative
How disabled friendly are our public places,interrogative
Setting the tone for the future,np_drop
In captivity  I neither cried nor begged for release,qws
Ongole,frag
Fire at restaurant kills   staff in Bengaluru,declarative
Are you a night owl,interrogative
Hitting a wall,np_drop
Revenue Dept  not encroacher,qws
On penning fiction and non fiction,frag
Fire at restaurant kills five staff in Bengaluru,declarative
Cup rice anyone,interrogative
Preparing ground for a  WhatsApp election,np_drop
Charitable hospitals can t turn away poor patients,qws
Opinion,frag
Fire destroys files,declarative
What s the good word,interrogative
Missing boy s mother approaches HC,np_drop
Both Congress and BJP not helping Hindutva,qws
Over the moon,frag
Fire in courtroom damages roof  documents unaffected,declarative
An impending danger,interrogative
Documenting life in the city of dawn,np_drop
Rajini s critics pay only lip service to ideology,qws
Painting contest,frag
Fishermen will get interest free loans  Siddaramaiah,declarative
Burial or dumping ground,interrogative
Hearing on Aadhaar validity put off to Jan,np_drop
BJP disturbing peace in society by creating a divide among people,qws
PAK ISIS LD REPORT  CORRECTED,frag
Five day movie fest begins,declarative
What s the good word,interrogative
Creating awareness about eye donation,np_drop
Veerashaiva  Lingayat one and the same,qws
palakkad,frag
Five dead     injured in road accident,declarative
Comparing arrest of BSY with Indira Gandhi meaningless,np_drop
We will bring in orderliness in sand extraction,qws
JNU institutes  alumni award,frag
Five killed in accident,declarative
Seeking spiritual solutions,np_drop
Issue biometric cards to fishermen by Feb,qws
DL JOSHI AIIMS,frag
Five year RI for sexual assault,declarative
Lobbying for APOA posts takes curious turn,np_drop
Will make Pulivendula a horticultural hub,qws
Noida,frag
Folk arts to be presented at Assembly,declarative
Flying Federer leads Swiss into Hopman final,np_drop
No Greyhounds training centre for Andhra Pradesh,qws
War of the word,frag
Former TDB member denies charges,declarative
TAKING TO TECHNOLOGY,np_drop
Give Telugu pride of place in Janmabhoomi,qws
The season of cheerleaders,frag
Foundation stone laid for kitchen facility,declarative
Rekindling a love for vertical gardens,np_drop
Tribals  dalits neglected,qws
Of bovine organs and snow ovens,frag
Four sports complexes to come up in city,declarative
Recreating box office magic,np_drop
Centre s reforms powered TS free power to farm sector,qws
In brief,frag
FRNV s efforts likely to bear fruit,declarative
Gearing up for,np_drop
No action on school fee panel report,qws
A healthy honour,frag
FRNV to join hands with Corpn,declarative
Challenging hues,np_drop
Strict action against dereliction of duty,qws
Fashionable edition,frag
Furnish details of employees  Govt,declarative
Smashing patriarchy with stylish prose,np_drop
You ve to be a good listener to be a paranormal hunter,qws
Music,frag
Gates all praise for CM s vision,declarative
Leaning towards Lanka,np_drop
Law should treat Ekbote  Bhide like Yakub Memon,qws
Arts,frag
German Minister falls victim to his own rules,declarative
Getting them contemporary,np_drop
Trump s message on aid was conveyed   weeks back,qws
indlE Music,frag
GH gets first stem cell transplant unit in govt  sector,declarative
Talking point,np_drop
Sherin Mathews died of homicidal violence,qws
Festival,frag
Girl run over by bike,declarative
Catching Misha in Mylapore,np_drop
Disruptive move on H  B will hit India  U S,qws
Band,frag
Girls  parents want speedy probe into assault case,declarative
Leaning towards Lanka,np_drop
BMS stance points to fall in Centre s reputation,qws
Mumbai,frag
Give up dangerous seaport project  Devasahayam,declarative
Taking the city for a spin,np_drop
Educated women are not taking up jobs,qws
Section,frag
Leaning towards Lanka,np_drop
CM insulted Kadapa MP,qws
Madhuvanti Srinivasan,frag
Government confident of sizeable growth in spite of GST,declarative
Fellowship for women journalists,np_drop
Old rivalry  is behind murder,qws
AVI VISTARA,frag
Governor s gratitude to Central government,declarative
Heralding Christmas,np_drop
There is no hidden agenda in holding SGM,qws
MH JIJABAI AAP,frag
Governor thanks Centre,declarative
Painting exhibition,np_drop
TRS govt  is working against the spirit of democracy,qws
Nagpur,frag
Govt  staff stage demo,declarative
Saving lake and livelihood,np_drop
Decide on elevated road project within a month,qws
Navi Mumbai,frag
Govt  supporting Bhima Koregaon violence perpetrators  Munde,declarative
Facing extinction,np_drop
Man found dead in JNU was in debt,qws
Thane,frag
Govt  to commence ragi procurement at MSP in Shivamogga district soon,declarative
Promoting philately among students,np_drop
Inspect juvenile homes for deficiencies in facilities,qws
MH ARRESTS FLESH TRADE,frag
Greaves Cotton unveils power tiller  Bahubali,declarative
Heeling touch in Darjeeling hills,np_drop
Finish graft proceedings against Tytler in a year,qws
MH FOOD POISONING,frag
Gurugram court dismisses bail application of juvenile,declarative
Voicing protest through carols,np_drop
Issue notices to eateries that don t follow rules,qws
Showstoppers that ran the show,frag
GVK inks pact with CIDCO and stock up,declarative
Disposing of toxic chocolate mousse scooped in buckets  safely,np_drop
Humans of Hindutva page will not return,qws
Other states,frag
Haimendorf anniversary to be observed officially,declarative
Ducking shoppers  hidden swallows,np_drop
JLR India sales grew     in,qws
Agartala,frag
HC asks DJB to connect entire city to sewage system,declarative
Calling a spade a spade,np_drop
I took many blows to my body  but hung in,qws
Bhuvneswar,frag
HCC bags Rs      crore contract for Pune Metro,declarative
Striving to preserve their culture and traditions,np_drop
India s best chance,qws
Chandigarh,frag
HC quashes rape conviction in    year old abduction case,declarative
Walking a tightrope,np_drop
Global ocean s averages temperature is     degrees Celsius,qws
Kolkata,frag
HC refuses to lift speed limit on Delhi roads,declarative
Not selling like hot cakes,np_drop
I m not anyone s fangirl,qws
Lucknow,frag
HC refuses to stop work on steel flyover,declarative
Getting law degrees without going to colleges not an isolated incident  HC,np_drop
Use of tech could have minimised the impact of cyclone Ockhi,qws
New delhi,frag
HC rejects plea for floatel  jetty,declarative
Taxing time for commuters,np_drop
I m not anyone s fangirl,qws
Pune,frag
HC seeks Centre s response on plea over Sec    of CPC,declarative
Conflicting claims by officials  unions,np_drop
Escobar was a psychopath but hero for many,qws
Yet another breather for Punebuilder,frag
HIL to  whistle  for Chennai Super Kings,declarative
Celebrating Coimbatore,np_drop
Medical panel Bill will encourage quacks,qws
Rewa m p,frag
Home Secretary asked to file counter to parole plea,declarative
Coaching for competitive exams,np_drop
Reduce pesticide residue in rice,qws
Samastipur,frag
Hookworms suck    litres blood from    year old,declarative
Highlighting machine learning and its uses,np_drop
Naidu should have been invited for WTC,qws
Artists or not,frag
Houses will be sanctioned in phases  says Collector,declarative
Heralding the fete,np_drop
Sunrays may first fall on Telugu Thalli idol as a whole  not feet,qws
International,frag
HPCL gives ambulance to GVMC,declarative
Dancing her way to stardom,np_drop
No suicides please,qws
Athens Dec         AFP,frag
H P  govt  to make generics compulsory,declarative
Striking transport staff ignore HC warning,np_drop
India should focus on winning in Olympics,qws
Elsewhere,frag
Human Rights Commission serves notice on DEO,declarative
Screening of film on Saigal,np_drop
Strive to reduce defence imports,qws
Moscow Dec         AFC,frag
Hyderabad Hunters rout Awadhe Warriors in PBL,declarative
Seeking blessings,np_drop
Law has not deterred child marriages,qws
Islamabad Dec         AFC,frag
IAS officers deny writing to Naidu,declarative
Enabling a law,np_drop
Accord priority to sports and education,qws
Astana Kazakhstan Dec         AFP,frag
IGNOU extends deadline,declarative
